Login,Action_num,Action_zone,Action_type,Action_time,Duration,Action_area
М211ББИИН128,40,ZoneEssaySourceButton,Click,1639842703,2,Essay
М211ББИИН128,41,ZoneSourcePopupLink,Click,1639842705,1,Source
М211ББИИН128,42,ZoneSourcePopupCancel,Click,1639842706,1,Source
М211ББИИН128,43,ZoneEssaySourceButton,Click,1639842707,1,Essay
М211ББИИН128,44,ZoneSourcePopupLink,Click,1639842708,1,Source
М211ББИИН128,45,ZoneSourcePopupAdd,Click,1639842709,1,Source
М211ББИИН128,46,ZoneEssayText,Click,1639842710,2,Essay
М211ББИИН128,47,ZoneEssayText,Click,1639842712,0,Essay
М211ББИИН128,48,ZoneApp,Pause,1639842712,0,AppPause
М211ББИИН128,49,ZoneApp,Resume,1639842712,2,AppResume
М211ББИИН128,50,ZoneEssayText,Click,1639842714,1,Essay
М211ББИИН128,51,ZoneApp,Pause,1639842715,4,AppPause
М211ББИИН128,52,ZoneApp,Resume,1639842719,292,AppResume
М211ББИИН128,53,ZoneApp,Pause,1639843011,2,AppPause
М211ББИИН128,54,ZoneApp,Resume,1639843013,2,AppResume
М211ББИИН128,55,ZoneApp,Pause,1639843015,1,AppPause
М211ББИИН128,56,ZoneApp,Resume,1639843016,9,AppResume
М211ББИИН128,57,ZoneApp,Pause,1639843025,2,AppPause
М211ББИИН128,58,ZoneApp,Resume,1639843027,1,AppResume
М211ББИИН128,59,ZoneApp,Pause,1639843028,0,AppPause
М211ББИИН128,60,ZoneApp,Resume,1639843028,0,AppResume
М211ББИИН128,61,ZoneApp,Pause,1639843028,2,AppPause
М211ББИИН128,62,ZoneApp,Resume,1639843030,1,AppResume
М211ББИИН128,63,ZoneApp,Pause,1639843031,0,AppPause
М211ББИИН128,64,ZoneApp,Resume,1639843031,4,AppResume
М211ББИИН128,65,ZoneArgPlusButton,Click,1639843035,4,Argument
М211ББИИН128,66,ZoneArgRadio2,Click,1639843039,0,Argument
М211ББИИН128,67,ZoneArgRadio2,Click,1639843039,1,Argument
М211ББИИН128,68,ZoneArgSource2,Click,1639843040,1,Argument
М211ББИИН128,69,ZoneApp,Pause,1639843041,3,AppPause
М211ББИИН128,70,ZoneApp,Resume,1639843044,37,AppResume
М211ББИИН128,71,ZoneArgText2,Click,1639843081,1,Argument
М211ББИИН128,72,ZoneApp,Pause,1639843082,3,AppPause
М211ББИИН128,73,ZoneApp,Resume,1639843085,1,AppResume
М211ББИИН128,74,ZoneApp,Pause,1639843086,12,AppPause
М211ББИИН128,75,ZoneApp,Resume,1639843098,9,AppResume
М211ББИИН128,76,ZoneArgText2,Click,1639843107,2,Argument
М211ББИИН128,77,ZoneApp,Pause,1639843109,2,AppPause
М211ББИИН128,78,ZoneApp,Resume,1639843111,0,AppResume
М211ББИИН128,79,ZoneApp,Pause,1639843111,0,AppPause
М211ББИИН128,80,ZoneApp,Resume,1639843111,26,AppResume
М211ББИИН128,81,ZoneArgText2,Click,1639843137,8,Argument
М211ББИИН128,82,ZoneApp,Pause,1639843145,3,AppPause
М211ББИИН128,83,ZoneApp,Resume,1639843148,2,AppResume
М211ББИИН128,84,ZoneEssayText,Click,1639843150,1,Essay
М211ББИИН128,85,ZoneApp,Pause,1639843151,0,AppPause
М211ББИИН128,86,ZoneApp,Resume,1639843151,1,AppResume
М211ББИИН128,87,ZoneEssayText,Click,1639843152,1,Essay
М211ББИИН128,88,ZoneApp,Pause,1639843153,7,AppPause
М211ББИИН128,89,ZoneApp,Resume,1639843160,1,AppResume
М211ББИИН128,90,ZoneApp,Pause,1639843161,0,AppPause
М211ББИИН128,91,ZoneApp,Resume,1639843161,3,AppResume
М211ББИИН128,92,ZoneApp,Pause,1639843164,0,AppPause
М211ББИИН128,93,ZoneApp,Resume,1639843164,1,AppResume
М211ББИИН128,94,ZoneEssaySourceButton,Click,1639843165,11,Essay
М211ББИИН128,95,ZoneSourceMessageOk,Click,1639843176,1,Source
М211ББИИН128,96,ZoneApp,Pause,1639843177,0,AppPause
М211ББИИН128,97,ZoneApp,Resume,1639843177,12,AppResume
М211ББИИН128,98,ZoneReqEngine1,Click,1639843189,3,Request
М211ББИИН128,99,ZoneReqEngine1,Click,1639843192,2,Request
М211ББИИН128,100,ZoneEndButton,Click,1639843194,0,End
М211ББИИН128,101,ZoneEndPopupYes,Click,1639843194,1,End
М211ББИИН128,102,,,1639843195,0,
М211ББИИН131,1,ZoneReqText1,Click,1639841181,2,Request
М211ББИИН131,2,ZoneReqText1,Click,1639841183,33,Request
М211ББИИН131,3,ZoneReqEngine1,Click,1639841216,2,Request
М211ББИИН131,4,ZoneReqEngine1,Click,1639841218,1,Request
М211ББИИН131,5,ZoneEssaySourceButton,Click,1639841219,10,Essay
М211ББИИН131,6,ZoneSourceMessageOk,Click,1639841229,3,Source
М211ББИИН131,7,ZoneEssayText,Click,1639841232,2,Essay
М211ББИИН131,8,ZoneApp,Pause,1639841234,4,AppPause
М211ББИИН131,9,ZoneApp,Resume,1639841238,108,AppResume
М211ББИИН131,10,ZoneReqText1,Click,1639841346,3,Request
М211ББИИН131,11,ZoneApp,Pause,1639841349,14,AppPause
М211ББИИН131,12,ZoneApp,Resume,1639841363,52,AppResume
М211ББИИН131,13,ZoneReqText1,Click,1639841415,0,Request
М211ББИИН131,14,ZoneReqEngine1,Click,1639841415,1,Request
М211ББИИН131,15,ZoneReqEngine1,Click,1639841416,1,Request
М211ББИИН131,16,ZoneArgSource1,Click,1639841417,5,Argument
М211ББИИН131,17,ZoneArgText1,Click,1639841422,1,Argument
М211ББИИН131,18,ZoneReqPlusButton,Click,1639841423,2,Request
М211ББИИН131,19,ZoneApp,Pause,1639841425,1,AppPause
М211ББИИН131,20,ZoneApp,Resume,1639841426,198,AppResume
М211ББИИН131,21,ZoneReqText2,Click,1639841624,0,Request
М211ББИИН131,22,ZoneReqEngine2,Click,1639841624,13,Request
М211ББИИН131,23,ZoneReqEngine2,Click,1639841637,1,Request
М211ББИИН131,24,ZoneReqPlusButton,Click,1639841638,1,Request
М211ББИИН131,25,ZoneReqText3,Click,1639841639,1,Request
М211ББИИН131,26,ZoneApp,Pause,1639841640,2,AppPause
М211ББИИН131,27,ZoneApp,Resume,1639841642,0,AppResume
М211ББИИН131,28,ZoneApp,Pause,1639841642,0,AppPause
М211ББИИН131,29,ZoneApp,Resume,1639841642,9,AppResume
М211ББИИН131,30,ZoneArgText1,Click,1639841651,0,Argument
М211ББИИН131,31,ZoneArgSource1,Click,1639841651,2,Argument
М211ББИИН131,32,ZoneApp,Pause,1639841653,4,AppPause
М211ББИИН131,33,ZoneApp,Resume,1639841657,49,AppResume
М211ББИИН131,34,ZoneReqText3,Click,1639841706,1,Request
М211ББИИН131,35,ZoneArgText1,Click,1639841707,0,Argument
М211ББИИН131,36,ZoneArgPlusButton,Click,1639841707,4,Argument
М211ББИИН131,37,ZoneArgText2,Click,1639841711,2,Argument
М211ББИИН131,38,ZoneApp,Pause,1639841713,1,AppPause
М211ББИИН131,39,ZoneApp,Resume,1639841714,127,AppResume
М211ББИИН131,40,ZoneArgText2,Click,1639841841,0,Argument
М211ББИИН131,41,ZoneArgSource2,Click,1639841841,2,Argument
М211ББИИН131,42,ZoneApp,Pause,1639841843,2,AppPause
М211ББИИН131,43,ZoneApp,Resume,1639841845,2,AppResume
М211ББИИН131,44,ZoneArgSource2,Click,1639841847,0,Argument
М211ББИИН131,45,ZoneArgRadio1,Click,1639841847,1,Argument
М211ББИИН131,46,ZoneArgRadio1,Click,1639841848,7,Argument
М211ББИИН131,47,ZoneArgRadio2,Click,1639841855,24,Argument
М211ББИИН131,48,ZoneArgRadio2,Click,1639841879,3,Argument
М211ББИИН131,49,ZoneApp,Pause,1639841882,3,AppPause
М211ББИИН131,50,ZoneApp,Resume,1639841885,45,AppResume
М211ББИИН131,51,ZoneReqEngine1,Click,1639841930,0,Request
М211ББИИН131,52,ZoneReqEngine1,Click,1639841930,2,Request
М211ББИИН131,53,ZoneApp,Pause,1639841932,5,AppPause
М211ББИИН131,54,ZoneApp,Resume,1639841937,33,AppResume
М211ББИИН131,55,ZoneReqText3,Click,1639841970,0,Request
М211ББИИН131,56,ZoneEssayText,Click,1639841970,1,Essay
М211ББИИН131,57,ZoneApp,Pause,1639841971,11,AppPause
М211ББИИН131,58,ZoneApp,Resume,1639841982,139,AppResume
М211ББИИН131,59,ZoneArgPlusButton,Click,1639842121,2,Argument
М211ББИИН131,60,ZoneArgSource3,Click,1639842123,0,Argument
М211ББИИН131,61,ZoneArgText3,Click,1639842123,1,Argument
М211ББИИН131,62,ZoneArgRadio3,Click,1639842124,1,Argument
М211ББИИН131,63,ZoneArgRadio3,Click,1639842125,0,Argument
М211ББИИН131,64,ZoneArgText3,Click,1639842125,11,Argument
М211ББИИН131,65,ZoneApp,Pause,1639842136,1,AppPause
М211ББИИН131,66,ZoneApp,Resume,1639842137,39,AppResume
М211ББИИН131,67,ZoneApp,Pause,1639842176,2,AppPause
М211ББИИН131,68,ZoneApp,Resume,1639842178,18,AppResume
М211ББИИН131,69,ZoneReqText3,Click,1639842196,0,Request
М211ББИИН131,70,ZoneEssayText,Click,1639842196,72,Essay
М211ББИИН131,71,ZoneApp,Pause,1639842268,68,AppPause
М211ББИИН131,72,ZoneApp,Resume,1639842336,8,AppResume
М211ББИИН131,73,ZoneEssayText,Click,1639842344,0,Essay
М211ББИИН131,74,ZoneEssayText,Click,1639842344,2,Essay
М211ББИИН131,75,ZoneEssayText,Click,1639842346,73,Essay
М211ББИИН131,76,ZoneEssayText,Click,1639842419,3,Essay
М211ББИИН131,77,ZoneApp,Pause,1639842422,29,AppPause
М211ББИИН131,78,ZoneApp,Resume,1639842451,14,AppResume
М211ББИИН131,79,ZoneEssayText,Click,1639842465,0,Essay
М211ББИИН131,80,ZoneEssayText,Click,1639842465,0,Essay
М211ББИИН131,81,ZoneEssayText,Click,1639842465,2,Essay
М211ББИИН131,82,ZoneEssayText,Click,1639842467,4,Essay
М211ББИИН131,83,ZoneEssayText,Click,1639842471,2,Essay
М211ББИИН131,84,ZoneEssayText,Click,1639842473,31,Essay
М211ББИИН131,85,ZoneEssayText,Click,1639842504,2,Essay
М211ББИИН131,86,ZoneEssayText,Click,1639842506,0,Essay
М211ББИИН131,87,ZoneEssaySourceButton,Click,1639842506,4,Essay
М211ББИИН131,88,ZoneSourceMessageOk,Click,1639842510,3,Source
М211ББИИН131,89,ZoneEssaySourceButton,Click,1639842513,5,Essay
М211ББИИН131,90,ZoneSourcePopupLink,Click,1639842518,1,Source
М211ББИИН131,91,ZoneApp,Pause,1639842519,3,AppPause
М211ББИИН131,92,ZoneApp,Resume,1639842522,1,AppResume
М211ББИИН131,93,ZoneSourcePopupCancel,Click,1639842523,1,Source
М211ББИИН131,94,ZoneReqEngine3,Click,1639842524,7,Request
М211ББИИН131,95,ZoneReqEngine3,Click,1639842531,1,Request
М211ББИИН131,96,ZoneApp,Pause,1639842532,1,AppPause
М211ББИИН131,97,ZoneApp,Resume,1639842533,33,AppResume
М211ББИИН131,98,ZoneEssayText,Click,1639842566,3,Essay
М211ББИИН131,99,ZoneEssaySourceButton,Click,1639842569,1,Essay
М211ББИИН131,100,ZoneSourcePopupLink,Click,1639842570,1,Source
М211ББИИН131,101,ZoneSourcePopupAdd,Click,1639842571,1,Source
М211ББИИН131,102,ZoneEssayText,Click,1639842572,2,Essay
М211ББИИН131,103,ZoneArgText3,Click,1639842574,2,Argument
М211ББИИН131,104,ZoneApp,Pause,1639842576,2,AppPause
М211ББИИН131,105,ZoneApp,Resume,1639842578,13,AppResume
М211ББИИН131,106,ZoneArgText3,Click,1639842591,0,Argument
М211ББИИН131,107,ZoneArgText3,Click,1639842591,3,Argument
М211ББИИН131,108,ZoneApp,Pause,1639842594,1,AppPause
М211ББИИН131,109,ZoneApp,Resume,1639842595,24,AppResume
М211ББИИН131,110,ZoneArgText3,Click,1639842619,0,Argument
М211ББИИН131,111,ZoneEndButton,Click,1639842619,4,End
М211ББИИН131,112,ZoneEndPopupYes,Click,1639842623,2,End
М211ББИИН131,113,,,1639842625,0,
М211ББИИН132,1,ZoneApp,Pause,1639841062,22,AppPause
М211ББИИН132,2,ZoneApp,Resume,1639841084,109,AppResume
М211ББИИН132,3,ZoneReqText1,Click,1639841193,1,Request
М211ББИИН132,4,ZoneApp,Pause,1639841194,1,AppPause
М211ББИИН132,5,ZoneApp,Resume,1639841195,50,AppResume
М211ББИИН132,6,ZoneReqEngine1,Click,1639841245,22,Request
М211ББИИН132,7,ZoneReqEngine1,Click,1639841267,0,Request
М211ББИИН132,8,ZoneReqText1,Click,1639841267,1,Request
М211ББИИН132,9,ZoneApp,Pause,1639841268,13,AppPause
М211ББИИН132,10,ZoneApp,Resume,1639841281,23,AppResume
М211ББИИН132,11,ZoneReqText1,Click,1639841304,21,Request
М211ББИИН132,12,ZoneReqEngine1,Click,1639841325,2,Request
М211ББИИН132,13,ZoneReqEngine1,Click,1639841327,4,Request
М211ББИИН132,14,ZoneReqText1,Click,1639841331,1,Request
М211ББИИН132,15,ZoneReqText1,Click,1639841332,10,Request
М211ББИИН132,16,ZoneArgText1,Click,1639841342,38,Argument
М211ББИИН132,17,ZoneArgSource1,Click,1639841380,0,Argument
М211ББИИН132,18,ZoneArgRadio1,Click,1639841380,1,Argument
М211ББИИН132,19,ZoneArgRadio1,Click,1639841381,2,Argument
М211ББИИН132,20,ZoneArgSource1,Click,1639841383,5,Argument
М211ББИИН132,21,ZoneArgText1,Click,1639841388,6,Argument
М211ББИИН132,22,ZoneArgText1,Click,1639841394,7,Argument
М211ББИИН132,23,ZoneArgPlusButton,Click,1639841401,6,Argument
М211ББИИН132,24,ZoneArgSource2,Click,1639841407,1,Argument
М211ББИИН132,25,ZoneArgText1,Click,1639841408,4,Argument
М211ББИИН132,26,ZoneArgRadio1,Click,1639841412,23,Argument
М211ББИИН132,27,ZoneArgRadio1,Click,1639841435,2,Argument
М211ББИИН132,28,ZoneArgText2,Click,1639841437,0,Argument
М211ББИИН132,29,ZoneArgRadio2,Click,1639841437,30,Argument
М211ББИИН132,30,ZoneArgRadio2,Click,1639841467,0,Argument
М211ББИИН132,31,ZoneEssayText,Click,1639841467,3,Essay
М211ББИИН132,32,ZoneEssaySourceButton,Click,1639841470,50,Essay
М211ББИИН132,33,ZoneSourceMessageOk,Click,1639841520,2,Source
М211ББИИН132,34,ZoneEndButton,Click,1639841522,2,End
М211ББИИН132,35,ZoneEndPopupNo,Click,1639841524,2,End
М211ББИИН132,36,ZoneEssaySourceButton,Click,1639841526,0,Essay
М211ББИИН132,37,ZoneSourceMessageOk,Click,1639841526,4,Source
М211ББИИН132,38,ZoneEndButton,Click,1639841530,1,End
М211ББИИН132,39,ZoneEndPopupYes,Click,1639841531,1,End
М211ББИИН132,40,,,1639841532,0,
М211ББИИН135,1,ZoneReqPlusButton,Click,1639839961,47,Request
М211ББИИН135,2,ZoneReqMinusButton2,Click,1639840008,1,Request
М211ББИИН135,3,ZoneReqEngine1,Click,1639840009,2,Request
М211ББИИН135,4,ZoneReqEngine1,Click,1639840011,1,Request
М211ББИИН135,5,ZoneEssaySourceButton,Click,1639840012,6,Essay
М211ББИИН135,6,ZoneSourceMessageOk,Click,1639840018,2,Source
М211ББИИН135,7,ZoneEssaySourceButton,Click,1639840020,5,Essay
М211ББИИН135,8,ZoneSourceMessageOk,Click,1639840025,3,Source
М211ББИИН135,9,ZoneArgText1,Click,1639840028,2,Argument
М211ББИИН135,10,ZoneReqText1,Click,1639840030,3,Request
М211ББИИН135,11,ZoneReqEngine1,Click,1639840033,1,Request
М211ББИИН135,12,ZoneReqText1,Click,1639840034,3,Request
М211ББИИН135,13,ZoneApp,Pause,1639840037,6,AppPause
М211ББИИН135,14,ZoneApp,Resume,1639840043,3,AppResume
М211ББИИН135,15,ZoneArgSource1,Click,1639840046,3,Argument
М211ББИИН135,16,ZoneArgRadio1,Click,1639840049,0,Argument
М211ББИИН135,17,ZoneArgRadio1,Click,1639840049,3,Argument
М211ББИИН135,18,ZoneArgSource1,Click,1639840052,4,Argument
М211ББИИН135,19,ZoneApp,Pause,1639840056,2,AppPause
М211ББИИН135,20,ZoneApp,Resume,1639840058,38,AppResume
М211ББИИН135,21,ZoneApp,Pause,1639840096,11,AppPause
М211ББИИН135,22,ZoneApp,Resume,1639840107,37,AppResume
М211ББИИН135,23,ZoneEssayText,Click,1639840144,4,Essay
М211ББИИН135,24,ZoneReqText1,Click,1639840148,58,Request
М211ББИИН135,25,ZoneApp,Pause,1639840206,8,AppPause
М211ББИИН135,26,ZoneApp,Resume,1639840214,2,AppResume
М211ББИИН135,27,ZoneApp,Pause,1639840216,6,AppPause
М211ББИИН135,28,ZoneApp,Resume,1639840222,26,AppResume
М211ББИИН135,29,ZoneArgSource1,Click,1639840248,2,Argument
М211ББИИН135,30,ZoneArgRadio1,Click,1639840250,8,Argument
М211ББИИН135,31,ZoneEssayText,Click,1639840258,57,Essay
М211ББИИН135,32,ZoneEssayText,Click,1639840315,0,Essay
М211ББИИН135,33,ZoneApp,Pause,1639840315,37,AppPause
М211ББИИН135,34,ZoneApp,Resume,1639840352,13,AppResume
М211ББИИН135,35,ZoneApp,Pause,1639840365,11,AppPause
М211ББИИН135,36,ZoneApp,Resume,1639840376,5,AppResume
М211ББИИН135,37,ZoneArgText1,Click,1639840381,30,Argument
М211ББИИН135,38,ZoneApp,Pause,1639840411,3,AppPause
М211ББИИН135,39,ZoneApp,Resume,1639840414,20,AppResume
М211ББИИН135,40,ZoneReqText1,Click,1639840434,1,Request
М211ББИИН135,41,ZoneReqEngine1,Click,1639840435,5,Request
М211ББИИН135,42,ZoneReqEngine1,Click,1639840440,3,Request
М211ББИИН135,43,ZoneArgText1,Click,1639840443,4,Argument
М211ББИИН135,44,ZoneEndButton,Click,1639840447,56,End
М211ББИИН135,45,ZoneEndPopupYes,Click,1639840503,2,End
М211ББИИН135,46,,,1639840505,0,
М211ББИИН137,1,ZoneReqText1,Click,1639841769,12,Request
М211ББИИН137,2,ZoneReqEngine1,Click,1639841781,1,Request
М211ББИИН137,3,ZoneReqEngine1,Click,1639841782,1,Request
М211ББИИН137,4,ZoneEssayText,Click,1639841783,3,Essay
М211ББИИН137,5,ZoneArgText1,Click,1639841786,56,Argument
М211ББИИН137,6,ZoneApp,Pause,1639841842,6,AppPause
М211ББИИН137,7,ZoneApp,Resume,1639841848,2,AppResume
М211ББИИН137,8,ZoneArgText1,Click,1639841850,0,Argument
М211ББИИН137,9,ZoneEssayText,Click,1639841850,2,Essay
М211ББИИН137,10,ZoneArgText1,Click,1639841852,4,Argument
М211ББИИН137,11,ZoneEssayText,Click,1639841856,22,Essay
М211ББИИН137,12,ZoneArgText1,Click,1639841878,59,Argument
М211ББИИН137,13,ZoneEssayText,Click,1639841937,15,Essay
М211ББИИН137,14,ZoneArgText1,Click,1639841952,7,Argument
М211ББИИН137,15,ZoneApp,Pause,1639841959,191,AppPause
М211ББИИН137,16,ZoneApp,Resume,1639842150,11,AppResume
М211ББИИН137,17,ZoneReqText1,Click,1639842161,2,Request
М211ББИИН137,18,ZoneReqEngine1,Click,1639842163,4,Request
М211ББИИН137,19,ZoneReqEngine1,Click,1639842167,1,Request
М211ББИИН137,20,ZoneArgRadio1,Click,1639842168,1,Argument
М211ББИИН137,21,ZoneReqText1,Click,1639842169,74,Request
М211ББИИН137,22,ZoneReqText1,Click,1639842243,5,Request
М211ББИИН137,23,ZoneReqText1,Click,1639842248,3,Request
М211ББИИН137,24,ZoneReqText1,Click,1639842251,14,Request
М211ББИИН137,25,ZoneReqText1,Click,1639842265,2,Request
М211ББИИН137,26,ZoneReqText1,Click,1639842267,6,Request
М211ББИИН137,27,ZoneReqText1,Click,1639842273,13,Request
М211ББИИН137,28,ZoneArgRadio1,Click,1639842286,104,Argument
М211ББИИН137,29,ZoneArgRadio1,Click,1639842390,4,Argument
М211ББИИН137,30,ZoneApp,Pause,1639842394,1,AppPause
М211ББИИН137,31,ZoneApp,Resume,1639842395,12,AppResume
М211ББИИН137,32,ZoneArgText1,Click,1639842407,1,Argument
М211ББИИН137,33,ZoneArgSource1,Click,1639842408,3,Argument
М211ББИИН137,34,ZoneApp,Pause,1639842411,2,AppPause
М211ББИИН137,35,ZoneApp,Resume,1639842413,16,AppResume
М211ББИИН137,36,ZoneArgSource1,Click,1639842429,1,Argument
М211ББИИН137,37,ZoneEssayText,Click,1639842430,4,Essay
М211ББИИН137,38,ZoneEssaySourceButton,Click,1639842434,1,Essay
М211ББИИН137,39,ZoneSourceMessageOk,Click,1639842435,5,Source
М211ББИИН137,40,ZoneEssayText,Click,1639842440,1,Essay
М211ББИИН137,41,ZoneEndButton,Click,1639842441,15,End
М211ББИИН137,42,ZoneEndPopupYes,Click,1639842456,3,End
М211ББИИН137,43,,,1639842459,0,
М211ББИИН138,1,ZoneReqEngine1,Click,1639841174,38,Request
М211ББИИН138,2,ZoneReqEngine1,Click,1639841212,1,Request
М211ББИИН138,3,ZoneArgSource1,Click,1639841213,8,Argument
М211ББИИН138,4,ZoneArgRadio1,Click,1639841221,1,Argument
М211ББИИН138,5,ZoneArgRadio1,Click,1639841222,1,Argument
М211ББИИН138,6,ZoneApp,Pause,1639841223,5,AppPause
М211ББИИН138,7,ZoneApp,Resume,1639841228,98,AppResume
М211ББИИН138,8,ZoneApp,Pause,1639841326,56,AppPause
М211ББИИН138,9,ZoneApp,Resume,1639841382,16,AppResume
М211ББИИН138,10,ZoneEssayText,Click,1639841398,1,Essay
М211ББИИН138,11,ZoneApp,Pause,1639841399,3,AppPause
М211ББИИН138,12,ZoneApp,Resume,1639841402,2,AppResume
М211ББИИН138,13,ZoneApp,Pause,1639841404,2,AppPause
М211ББИИН138,14,ZoneApp,Resume,1639841406,38,AppResume
М211ББИИН138,15,ZoneArgSource1,Click,1639841444,10,Argument
М211ББИИН138,16,ZoneArgRadio1,Click,1639841454,2,Argument
М211ББИИН138,17,ZoneArgRadio1,Click,1639841456,1,Argument
М211ББИИН138,18,ZoneReqText1,Click,1639841457,5,Request
М211ББИИН138,19,ZoneReqEngine1,Click,1639841462,1,Request
М211ББИИН138,20,ZoneReqEngine1,Click,1639841463,1,Request
М211ББИИН138,21,ZoneReqText1,Click,1639841464,1,Request
М211ББИИН138,22,ZoneApp,Pause,1639841465,2,AppPause
М211ББИИН138,23,ZoneApp,Resume,1639841467,3,AppResume
М211ББИИН138,24,ZoneApp,Pause,1639841470,40,AppPause
М211ББИИН138,25,ZoneApp,Resume,1639841510,6,AppResume
М211ББИИН138,26,ZoneEssayText,Click,1639841516,0,Essay
М211ББИИН138,27,ZoneEssaySourceButton,Click,1639841516,29,Essay
М211ББИИН138,28,ZoneSourceMessageOk,Click,1639841545,7,Source
М211ББИИН138,29,ZoneArgText1,Click,1639841552,4,Argument
М211ББИИН138,30,ZoneApp,Pause,1639841556,7,AppPause
М211ББИИН138,31,ZoneApp,Resume,1639841563,33,AppResume
М211ББИИН138,32,ZoneArgText1,Click,1639841596,1,Argument
М211ББИИН138,33,ZoneEndButton,Click,1639841597,2,End
М211ББИИН138,34,ZoneEndPopupYes,Click,1639841599,1,End
М211ББИИН138,35,,,1639841600,0,
М211ББИИН140,1,ZoneReqText1,Click,1639843189,77,Request
М211ББИИН140,2,ZoneReqEngine1,Click,1639843266,31,Request
М211ББИИН140,3,ZoneApp,Pause,1639843297,14,AppPause
М211ББИИН140,4,ZoneApp,Resume,1639843311,23,AppResume
М211ББИИН140,5,ZoneArgText1,Click,1639843334,1,Argument
М211ББИИН140,6,ZoneArgSource1,Click,1639843335,2,Argument
М211ББИИН140,7,ZoneArgRadio1,Click,1639843337,4,Argument
М211ББИИН140,8,ZoneEssayText,Click,1639843341,7,Essay
М211ББИИН140,9,ZoneEndButton,Click,1639843348,36,End
М211ББИИН140,10,ZoneEndPopupYes,Click,1639843384,3,End
М211ББИИН140,11,,,1639843387,0,
М211ББИИН143,1,ZoneReqText1,Click,1639840596,2,Request
М211ББИИН143,2,ZoneReqEngine1,Click,1639840598,34,Request
М211ББИИН143,3,ZoneReqEngine1,Click,1639840632,16,Request
М211ББИИН143,4,ZoneArgSource1,Click,1639840648,1,Argument
М211ББИИН143,5,ZoneArgRadio1,Click,1639840649,1,Argument
М211ББИИН143,6,ZoneArgRadio1,Click,1639840650,7,Argument
М211ББИИН143,7,ZoneApp,Pause,1639840657,12,AppPause
М211ББИИН143,8,ZoneApp,Resume,1639840669,194,AppResume
М211ББИИН143,9,ZoneReqText1,Click,1639840863,5,Request
М211ББИИН143,10,ZoneApp,Pause,1639840868,2,AppPause
М211ББИИН143,11,ZoneApp,Resume,1639840870,6,AppResume
М211ББИИН143,12,ZoneArgText1,Click,1639840876,1,Argument
М211ББИИН143,13,ZoneArgSource1,Click,1639840877,2,Argument
М211ББИИН143,14,ZoneApp,Pause,1639840879,5,AppPause
М211ББИИН143,15,ZoneApp,Resume,1639840884,9,AppResume
М211ББИИН143,16,ZoneReqText1,Click,1639840893,2,Request
М211ББИИН143,17,ZoneApp,Pause,1639840895,2,AppPause
М211ББИИН143,18,ZoneApp,Resume,1639840897,4,AppResume
М211ББИИН143,19,ZoneEssayText,Click,1639840901,2,Essay
М211ББИИН143,20,ZoneEndButton,Click,1639840903,95,End
М211ББИИН143,21,ZoneEndPopupYes,Click,1639840998,2,End
М211ББИИН143,22,,,1639841000,0,
М211ББИИН144,1,ZoneReqEngine1,Click,1639841712,40,Request
М211ББИИН144,2,ZoneReqEngine1,Click,1639841752,1,Request
М211ББИИН144,3,ZoneReqText1,Click,1639841753,2,Request
М211ББИИН144,4,ZoneApp,Pause,1639841755,26,AppPause
М211ББИИН144,5,ZoneApp,Resume,1639841781,96,AppResume
М211ББИИН144,6,ZoneEssayText,Click,1639841877,12,Essay
М211ББИИН144,7,ZoneApp,Pause,1639841889,6,AppPause
М211ББИИН144,8,ZoneApp,Resume,1639841895,6,AppResume
М211ББИИН144,9,ZoneEssayText,Click,1639841901,50,Essay
М211ББИИН144,10,ZoneEssayText,Click,1639841951,2,Essay
М211ББИИН144,11,ZoneEssayText,Click,1639841953,3,Essay
М211ББИИН144,12,ZoneEssayText,Click,1639841956,3,Essay
М211ББИИН144,13,ZoneEssayText,Click,1639841959,8,Essay
М211ББИИН144,14,ZoneEssayText,Click,1639841967,12,Essay
М211ББИИН144,15,ZoneEssayText,Click,1639841979,0,Essay
М211ББИИН144,16,ZoneEssayText,Click,1639841979,0,Essay
М211ББИИН144,17,ZoneEssayText,Click,1639841979,3,Essay
М211ББИИН144,18,ZoneApp,Pause,1639841982,81,AppPause
М211ББИИН144,19,ZoneApp,Resume,1639842063,48,AppResume
М211ББИИН144,20,ZoneEssayText,Click,1639842111,68,Essay
М211ББИИН144,21,ZoneReqText1,Click,1639842179,10,Request
М211ББИИН144,22,ZoneReqEngine1,Click,1639842189,4,Request
М211ББИИН144,23,ZoneReqEngine1,Click,1639842193,1,Request
М211ББИИН144,24,ZoneReqText1,Click,1639842194,1,Request
М211ББИИН144,25,ZoneApp,Pause,1639842195,9,AppPause
М211ББИИН144,26,ZoneApp,Resume,1639842204,171,AppResume
М211ББИИН144,27,ZoneReqText1,Click,1639842375,1,Request
М211ББИИН144,28,ZoneArgText1,Click,1639842376,4,Argument
М211ББИИН144,29,ZoneApp,Pause,1639842380,5,AppPause
М211ББИИН144,30,ZoneApp,Resume,1639842385,1,AppResume
М211ББИИН144,31,ZoneArgRadio1,Click,1639842386,1,Argument
М211ББИИН144,32,ZoneArgRadio1,Click,1639842387,2,Argument
М211ББИИН144,33,ZoneArgSource1,Click,1639842389,1,Argument
М211ББИИН144,34,ZoneApp,Pause,1639842390,7,AppPause
М211ББИИН144,35,ZoneApp,Resume,1639842397,155,AppResume
